	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	edgar_emission_2015(tons_CO2)	absolute_percent_error_edgar (percent error)	region	state	city	NAME	LABEL	FIPSCODE
1300	watertown township-84400			12667.40445909432		michigan			Watertown	Watertown Township	84400.0
1301	arthur township-03620			1433.5958682579503		michigan			Arthur	Arthur Township	3620.0
1302	gilmore township-32180	20117743.9692728	1048.737993118191	427.54367699596594	59.232555719206935	michigan			Gilmore	Gilmore Township	32180.0
1303	sheridan township-73120			8373.627842066095		michigan			Sheridan	Sheridan Township	73120.0
1304	putnam township-66540	83132690.624688	4333.7071622649855	23362.66527542351	439.0919229349396	michigan			Putnam	Putnam Township	66540.0
1305	west branch township-85560			260.507570902657		michigan			West Branch	West Branch Township	85560.0
1306	fairgrove township-27100	21443478.0849884	1117.848512570445	836.5723219088563	25.16228160601174	michigan			Fairgrove	Fairgrove Township	27100.0
1307	owosso township-61960			8648.51922698111		michigan			Owosso	Owosso Township	61960.0
1308	lovells township-49520			1471.6544645627034		michigan			Lovells	Lovells Township	49520.0
1309	muskegon township-56340			12005.211602417632		michigan			Muskegon	Muskegon Township	56340.0
1310	paris township-62360			459.25750243293504		michigan			Paris	Paris Township	62360.0
1311	pleasanton township-64860			620.175428368063		michigan			Pleasanton	Pleasanton Township	64860.0
1312	fabius township-26920			10863.899356390892		michigan			Fabius	Fabius Township	26920.0
1313	hamilton township-36140			897.8566572439352		michigan			Hamilton	Hamilton Township	36140.0
1314	white water township-87040			1770.960798253048		michigan			White Water	White Water Township	87040.0
1315	forest township-29440			449.7697502264552		michigan			Forest	Forest Township	29440.0
1316	bohemia township-09460			179.772299816736		michigan			Bohemia	Bohemia Township	9460.0
1317	leelanau township-46700	39158766.017069206	2041.3464724698176	911.1463953023964	55.365421422067385	michigan			Leelanau	Leelanau Township	46700.0
1318	howell township-39560			15960.737660183357		michigan			Howell	Howell Township	39560.0
1319	wise township-88040			1638.4805250601787		michigan			Wise	Wise Township	88040.0
1320	marion township-51620			4061.8180687664185		michigan			Marion	Marion Township	51620.0
1321	centerville township-14340			1757.2737962441029		michigan			Centerville	Centerville Township	14340.0
1322	waucedah township-84700			386.7862069862282		michigan			Waucedah	Waucedah Township	84700.0
1323	homestead township-39000	16333126.6803748	851.4458938479384	955.8622102859688	12.263411825987191	michigan			Homestead	Homestead Township	39000.0
1324	columbus township-17480			712.5085884137553		michigan			Columbus	Columbus Township	17480.0
1325	munising township-56220			1803.327897443717		michigan			Munising	Munising Township	56220.0
1326	rives township-68920			3482.3501839599357		michigan			Rives	Rives Township	68920.0
1327	aetna township-00520			338.9562470252073		michigan			Aetna	Aetna Township	520.0
1328	fairfield township-27040			799.4803286264091		michigan			Fairfield	Fairfield Township	27040.0
1329	dryden township-23160	38285831.37362	1995.8403895068109	7040.898679016236	252.77864482721003	michigan			Dryden	Dryden Township	23160.0
1330	vassar township-81860			5333.054173449593		michigan			Vassar	Vassar Township	81860.0
1331	allis township-01480			595.381494870494		michigan			Allis	Allis Township	1480.0
1332	windsor township-87840	47867177.04848839	2495.3159395377	81063.59211524863	3148.6303970897998	michigan			Windsor	Windsor Township	87840.0
1333	milan township-53900			16740.47850133232		michigan			Milan	Milan Township	53900.0
1334	grant township-34420			2670.1707773141625		michigan			Grant	Grant Township	34420.0
1335	big prairie township-08280			801.3175926510262		michigan			Big Prairie	Big Prairie Township	8280.0
1336	joyfield township-42000			860.1027240069947		michigan			Joyfield	Joyfield Township	42000.0
1337	norway township-59240			344.4324317121502		michigan			Norway	Norway Township	59240.0
1338	imlay township-40300			6559.683185661057		michigan			Imlay	Imlay Township	40300.0
1339	breen township-10200			154.1276711972382		michigan			Breen	Breen Township	10200.0
1340	macon township-50520			9614.938086821878		michigan			Macon	Macon Township	50520.0
1341	wilcox township-87200			491.282239927176		michigan			Wilcox	Wilcox Township	87200.0
1342	exeter township-26880	25287771.911012	1318.2515497210557	16689.94394233053	1166.0667037229846	michigan			Exeter	Exeter Township	26880.0
1343	lake township-44380			3722.6981368932		michigan			Lake	Lake Township	44380.0
1344	pioneer township-64460			314.7597027600732		michigan			Pioneer	Pioneer Township	64460.0
1345	marcellus township-51480	52057842.456112	2713.7753272371183	2573.617033450866	5.164697769175561	michigan			Marcellus	Marcellus Township	51480.0
1346	delaware township-21380			458.22661041698194		michigan			Delaware	Delaware Township	21380.0
1347	grayling township-34660			5280.494409872891		michigan			Grayling	Grayling Township	34660.0
1348	clarendon township-16020			4199.934630616578		michigan			Clarendon	Clarendon Township	16020.0
1349	sharon township-72760			2194.395168371465		michigan			Sharon	Sharon Township	72760.0
1350	north branch township-58090	42047650.165156	2191.9440031095824	1126.8256993081104	48.592404837461686	michigan			North Branch	North Branch Township	58090.0
1351	brady township-09940	10151002.735083202	529.1717725798873	4261.022769726297	705.2248798064952	michigan			Brady	Brady Township	9940.0
1352	bushnell township-12120			2622.3874365891243		michigan			Bushnell	Bushnell Township	12120.0
1353	leonidas township-47020			1908.3205524935204		michigan			Leonidas	Leonidas Township	47020.0
1354	burleigh township-11740			689.1527863381723		michigan			Burleigh	Burleigh Township	11740.0
1355	friendship township-30860			692.1959411893831		michigan			Friendship	Friendship Township	30860.0
1356	bethany township-08020			4394.93574046444		michigan			Bethany	Bethany Township	8020.0
1357	garfield township-31560			1252.1415339123864		michigan			Garfield	Garfield Township	31560.0
1358	melrose township-52880			1882.526690600291		michigan			Melrose	Melrose Township	52880.0
1359	leland township-46820			1387.8645555451928		michigan			Leland	Leland Township	46820.0
1360	coloma township-17340			2005.1763602267472		michigan			Coloma	Coloma Township	17340.0
1361	spring arbor township-75640			65732.52417522157		michigan			Spring Arbor	Spring Arbor Township	75640.0
1362	aurelius township-04240			39796.38931669752		michigan			Aurelius	Aurelius Township	4240.0
1363	grim township-35340			657.1611911389361		michigan			Grim	Grim Township	35340.0
1364	odessa township-60200	121412940.225496	6329.2565739551055	2168.454170383866	65.73919630139413	michigan			Odessa	Odessa Township	60200.0
1365	ray township-67420			7171.6900770278		michigan			Ray	Ray Township	67420.0
1366	bangor township-05160			4461.682702156737		michigan			Bangor	Bangor Township	5160.0
1367	white river township-86980			5580.6097564963775		michigan			White River	White River Township	86980.0
1368	rutland township-70420			6810.690911955673		michigan			Rutland	Rutland Township	70420.0
1369	lake township-44260			28591.222766152376		michigan			Lake	Lake Township	44260.0
1370	jonesfield township-41900	36693962.285388	1912.8562539372765	2712.5279319595647	41.80511088464205	michigan			Jonesfield	Jonesfield Township	41900.0
1371	whitehall township-86800			266.0066786253798		michigan			Whitehall	Whitehall Township	86800.0
1372	nahma township-56500			381.5632210837159		michigan			Nahma	Nahma Township	56500.0
1373	maple valley township-51380			2281.494488400722		michigan			Maple Valley	Maple Valley Township	51380.0
1374	dexter township-22180			22156.87098537268		michigan			Dexter	Dexter Township	22180.0
1375	geneva township-31820			3527.1735376469246		michigan			Geneva	Geneva Township	31820.0
1376	star township-76260			831.6412340751239		michigan			Star	Star Township	76260.0
1377	corwith township-18320	37974808.14185201	1979.626748434745	1193.495892909156	39.71106453007712	michigan			Corwith	Corwith Township	18320.0
1378	portland township-65880			2881.293236074072		michigan			Portland	Portland Township	65880.0
1379	garfield township-31600			734.5496764407591		michigan			Garfield	Garfield Township	31600.0
1380	reno township-67960			721.8362357166646		michigan			Reno	Reno Township	67960.0
1381	broomfield township-11140			2789.955762373531		michigan			Broomfield	Broomfield Township	11140.0
1382	ganges township-31360			4120.773697546468		michigan			Ganges	Ganges Township	31360.0
1383	richmond township-68420			7420.364579939799		michigan			Richmond	Richmond Township	68420.0
1384	fairbanks township-26960			483.9630285184652		michigan			Fairbanks	Fairbanks Township	26960.0
1385	wexford township-86500			1347.1203305740278		michigan			Wexford	Wexford Township	86500.0
1386	duplain township-23460	46465948.86932801	2422.269914558069	2078.259190925853	14.201997950958267	michigan			Duplain	Duplain Township	23460.0
1387	cleveland township-16400			829.328588405294		michigan			Cleveland	Cleveland Township	16400.0
1388	livingston township-48140			2647.603646696927		michigan			Livingston	Livingston Township	48140.0
1389	port huron township-65840			17253.156722780954		michigan			Port Huron	Port Huron Township	65840.0
1390	garfield township-31640			3932.1570540260745		michigan			Garfield	Garfield Township	31640.0
1391	locke township-49040			2297.539766717107		michigan			Locke	Locke Township	49040.0
1392	boston township-09680	64195649.748168	3346.519221371997	7298.825260928314	118.10199727273525	michigan			Boston	Boston Township	9680.0
1393	riverton township-68860			2282.1273960438693		michigan			Riverton	Riverton Township	68860.0
1394	wellington township-85180			702.6729746515161		michigan			Wellington	Wellington Township	85180.0
1395	lincoln township-47700			523.342771695962		michigan			Lincoln	Lincoln Township	47700.0
1396	handy township-36340	165819198.17969602	8644.154801107554	9429.48798173896	9.085135547674165	michigan			Handy	Handy Township	36340.0
1397	soo township-74620			32084.389181686645		michigan			Soo	Soo Township	74620.0
1398	portage township-65540			11501.805139785138		michigan			Portage	Portage Township	65540.0
1399	superior township-77560			59265.48194728776		michigan			Superior	Superior Township	77560.0
1400	caledonia township-12460			1151.0595325246586		michigan			Caledonia	Caledonia Township	12460.0
1401	thompson township-79580			7744.068605627227		michigan			Thompson	Thompson Township	79580.0
1402	bangor township-05120			11088.223239679592		michigan			Bangor	Bangor Township	5120.0
1403	lagrange township-44140	94994596.468108	4952.068313882471	3020.261871202263	39.01009275790164	michigan			Lagrange	Lagrange Township	44140.0
1404	fremont township-30740			5339.741082188883		michigan			Fremont	Fremont Township	30740.0
1405	jefferson township-41620			1392.5804866416818		michigan			Jefferson	Jefferson Township	41620.0
1406	backus township-04720			2355.250732281427		michigan			Backus	Backus Township	4720.0
1407	fillmore township-28120			16994.788254159714		michigan			Fillmore	Fillmore Township	28120.0
1408	lamotte township-45460			659.5301371996567		michigan			Lamotte	Lamotte Township	45460.0
1409	blue lake township-09320			277.21753062735706		michigan			Blue Lake	Blue Lake Township	9320.0
1410	ellsworth township-25440			666.5447055318381		michigan			Ellsworth	Ellsworth Township	25440.0
1411	sunfield township-77440	20981001.036496	1093.7395840325364	3774.6887515417056	245.11768675544403	michigan			Sunfield	Sunfield Township	77440.0
1412	wilmot township-87640			905.9078454317636		michigan			Wilmot	Wilmot Township	87640.0
1413	chesterfield township-15340			22416.25912463485		michigan			Chesterfield	Chesterfield Township	15340.0
1414	empire township-26000	33181752.2045768	1729.7647424245886	1230.2138337879378	28.87970233087517	michigan			Empire	Empire Township	26000.0
1415	banks township-05240	18418631.4172444	960.1632557809504	3176.8158873129723	230.8620558208202	michigan			Banks	Banks Township	5240.0
1416	blair township-08880			21984.20135349265		michigan			Blair	Blair Township	8880.0
1417	raisin township-66840			8342.035344355269		michigan			Raisin	Raisin Township	66840.0
1418	wright township-88780	21575500.740752	1124.7308536154017	4077.7493710969375	262.55334847347507	michigan			Wright	Wright Township	88780.0
1419	sherman township-73200	110252168.477208	5747.445542716852	1278.8081377408369	77.74997382339117	michigan			Sherman	Sherman Township	73200.0
1420	sigel township-73880			438.1123838540607		michigan			Sigel	Sigel Township	73880.0
1421	glen arbor township-32380			360.28323453549365		michigan			Glen Arbor	Glen Arbor Township	32380.0
1422	conway township-17920			2417.509487865634		michigan			Conway	Conway Township	17920.0
1423	matteson township-52400			2384.695407746737		michigan			Matteson	Matteson Township	52400.0
1424	superior township-77540			3745.827335735161		michigan			Superior	Superior Township	77540.0
1425	hay township-37300			213.156646386682		michigan			Hay	Hay Township	37300.0
1426	birch run township-08560	79457763.51897639	4142.133212244239	7362.378528986609	77.74364443961514	michigan			Birch Run	Birch Run Township	8560.0
1427	rose township-69600			448.3810845329723		michigan			Rose	Rose Township	69600.0
