	municipality	NAME_x	LABEL_x	FIPSCODE_x	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	NAME_y	LABEL_y	FIPSCODE_y	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
681	turner township-80840	Turner	Turner Township	80840	249462.0		249462.0	33500.88006406718	67	87630.69670285864	594	661	121131.57676692582	Turner	Turner Township	80840	4.637614677943613	639.9908255562186	83743667.05724248	7.642259385641146e-06																																																			None					4602.967346840539				
682	northville township-59000	Northville	Northville Township	59000	4962338.0	523280.0	4439058.0	1600736.521536358	2579	1404568.9510873875	6275	8854	3005305.4726237454	Northville	Northville Township	59000	391.7485286539251	25855.402891159058	42949901.36883897	0.0006019898082913335																																																			None				183880.87010050676	118448.3058692668	108894.25127352009			
683	palmyra township-62240	Palmyra	Palmyra Township	62240	685294.0	26459.0	658835.0	101230.31796766017	170	208230.33972128227	1397	1567	309460.65768894245	Palmyra	Palmyra Township	62240	13.368973116079966	2045.4528867602348	95310994.69947487	2.1460828241377115e-05																																																			None				25140.95264495412	11845.766018634542	14888.472156341828			
684	geneva township-31840	Geneva	Geneva Township	31840	917302.0	7543.0	909759.0	97372.54425061787	186	352182.00255677575	2428	2614	449554.5468073936	Geneva	Geneva Township	31840	24.620182538884027	3446.8255554437637	91690794.3678785	3.759183873589899e-05																																																			None				33498.64103757444	16934.156802608515	19837.89522245158			
685	clark township-16060	Clark	Clark Township	16060	867652.0	26663.0	840989.0	123411.2442341674	203	400090.26697817375	3021	3224	523501.5112123412	Clark	Clark Township	16060	4.150327676290906	1398.6604269100353	205249767.77040964	6.814431227393948e-06																																																			None				31793.272213730037	19774.960640236706	18827.975804970927			
686	elk township-25260	Elk	Elk Township	25260	231217.0	1540.0	229677.0	12657.301494932237	27	127032.28654849749	1010	1037	139689.5880434297	Elk	Elk Township	25260	6.51122479550309	1048.3071920759976	95351661.8117428	1.0994115594395397e-05																																																			None				8441.741157103797	5164.796516235322	4999.1991132368685			
687	garfield township-31620	Garfield	Garfield Township	31620	618222.0	17274.0	600948.0	72086.04424072831	128	239154.5910397136	1815	1943	311240.6352804419	Garfield	Garfield Township	31620	1.7141433986844932	1023.3436090146424	356074922.3328065	2.873955858251009e-06																																																			None				22643.92217413872	11749.831179455003	13409.730711524948			
688	hopkins township-39200	Hopkins	Hopkins Township	39200	1013693.0	16425.0	997268.0	207444.5853016608	271	294228.3811623404	1867	2138	501672.96646400116	Hopkins	Hopkins Township	39200	18.286316066799742	3017.2421510219574	93318906.41356835	3.233259225788846e-05	419.0	Hopkins	2015.0	4996456.0		609.0	RUR				6480000.0	2700000.0		1224000.0	3384000.0						16174584.72	2473760.016		2568904.632	913388.3136	153536.302608	204715.070144		97239.6583184	1407416.10724																					POINT (-85.7603 42.62364)	10404000.0	21672740.3990704	1129.79995700354	37063.3591288584	19442.608661121136	21948.92127610994	3180.5240342863876	1620.8894849568683	1842.7263331043985
689	indianfields township-40440	Indianfields	Indianfields Township	40440	902923.0	75457.0	827466.0	144484.99903591123	181	230365.1978985814	1481	1662	374850.1969344926	Indianfields	Indianfields Township	40440	20.616257921833654	2803.811077369377	85633480.9740911	3.274199583475634e-05																																																			None				33349.03062352056	14469.472966076752	19749.295935248872			
690	colfax township-17160	Colfax	Colfax Township	17160	527795.0	1084.0	526711.0	50934.854418992305	108	216520.57063054695	1419	1527	267455.42504953925	Colfax	Colfax Township	17160	13.177792224713734	1844.8909114599228	92918405.68016672	1.9854956592886436e-05																																																			None				19256.395539274916	10036.101032878307	11403.637438358604			
691	arcadia township-03320	Arcadia	Arcadia Township	03320	239475.0	407.0	239068.0	31264.51817041293	59	98263.32567317945	664	723	129527.84384359237	Arcadia	Arcadia Township	03320	7.917766804630692	585.9147435426712	49172114.82644072	1.1915589671315386e-05																																																			None				8736.68408376816	4896.8635239051855	5173.864314407503			
692	holton township-38820	Holton	Holton Township	38820	613784.0	1330.0	612454.0	117154.80421953407	161	220847.67327992228	1499	1660	338002.4774994563	Holton	Holton Township	38820	16.562586629390715	2318.7621281147003	92523612.79735872	2.506130119662701e-05																																																			None				22394.053803747596	12974.671954268131	13261.758662579325			
693	marengo township-51520	Marengo	Marengo Township	51520	692335.0	13596.0	678739.0	90229.02993766789	157	230633.87806872837	1466	1623	320862.90800639626	Marengo	Marengo Township	51520	12.667532230632892	1748.1194478273392	92577029.25350848	1.888286394501138e-05																																																			None				25326.766019697476	12200.923855479283	14998.510836864843			
694	bloomer township-09040	Bloomer	Bloomer Township	09040	599216.0	18095.0	581121.0	135595.69800219985	190	162606.14279564947	1083	1273	298201.84079784935	Bloomer	Bloomer Township	09040	26.28573114448978	4074.288327395916	90185468.48033164	4.517677177986239e-05																																																			None				21955.242452621394	11624.793472730875	13001.89458044239			
695	lake township-44240	Lake	Lake Township	44240	216114.0	88.0	216026.0	16424.757371659223	40	83445.16862600402	568	608	99869.92599766325	Lake	Lake Township	44240	6.097780158697081	737.8313992023468	90934374.64447184	8.11388874764975e-06																																																			None				7882.87122603864	3733.236779224907	4668.2363400600825			
696	paradise township-62320	Paradise	Paradise Township	62320	1038232.0	28280.0	1009952.0	87421.5946237657	137	425013.4842084615	2825	2962	512435.0788322272	Paradise	Paradise Township	62320	22.050965272059496	4851.212359853089	137127026.61739373	3.537750711527309e-05	97.0	Kingsley	2015.0	4998195.0		1567.0	RUR				20520000.0	5400000.0		4680000.0							45669415.68	5328098.496		2378615.4		396635.448404	358251.372752		307072.605216																						POINT (-85.5359 44.58473)	30600000.0	54438089.002372	2837.857579693652	38023.80833347199	19172.693355304436	22517.69929508211	1239.8772583075393	575.6044944783358	693.4753123697246
697	arbela township-03220	Arbela	Arbela Township	03220	1068672.0	556.0	1068116.0	100441.491086428	181	327018.5468275545	2130	2311	427460.0379139825	Arbela	Arbela Township	03220	20.168966204386493	2621.965606570244	86802374.6977662	3.020615064621865e-05																																																			None				38981.03733536688	16145.236173079342	23084.570310004263			
698	manistee township-50740	Manistee	Manistee Township	50740	957723.0	80360.0	877363.0	179657.67161027915	201	280608.4222986013	1801	2002	460266.09390888043	Manistee	Manistee Township	50740	19.98948883826916	3897.9503234624863	119578794.57343988	3.2597337490875456e-05																																																			None				35374.827343120196	17778.999624409735	20948.97275259578			
699	tuscarora township-80880	Tuscarora	Tuscarora Township	80880	1070261.0	15801.0	1054460.0	230105.6541874818	367	433724.9710733963	2886	3253	663830.6252608781	Tuscarora	Tuscarora Township	80880	21.140283033549267	3044.2007568310946	108859110.51131353	2.7964593340258062e-05																																																			None				39123.13534120368	25482.10327086121	23168.720749060816			
700	spalding township-75350	Spalding	Spalding Township	75350	742949.0	11216.0	731733.0	101845.11791386713	169	214294.98660000748	1556	1725	316140.1045138746	Spalding	Spalding Township	75350	2.27842525176089	1590.3408257291012	422369929.9209346	3.7652794696507027e-06	367.0	Powers	2015.0	5006404.0		415.0	RUR				4320000.0	2772000.0		1728000.0	2232000.0						10465907.76	2759193.864		3900929.256	599411.0808	95960.18913	191920.37826		60135.0518548	895628.43188																					POINT (-87.52596 45.68997)	8820000.0	17474046.499244798	910.9220440056313	27159.688429244277	12092.780599977852	16083.96748779846	2881.5601244881473	1227.5318870099816	1665.679905721881
701	elmwood township-25720	Elmwood	Elmwood Township	25720	327134.0		327134.0	68238.6694439986	94	130282.15354691875	871	965	198520.82299091737	Elmwood	Elmwood Township	25720	7.962529142430965	1186.4168422222137	92126686.86657007	1.2878101694252155e-05	235.0	Gagetown	2015.0	4993592.0		376.0	RUR				5040000.0	1728000.0		280800.0	5400.0						11417353.92	1617458.472		570867.696	1427.16924	108754.881014	120270.1037096		25589.383768	2175.09762028																					POINT (-83.24495 43.65724)	7048800.0	13860294.4564916	722.5371500169072		7617.335500883042			954.248283386508	
702	cedar township-14040	Cedar	Cedar Township	14040	104517.0	75.0	104442.0	6220.789316343675	15	54071.80676069189	402	417	60292.59607703557	Cedar	Cedar Township	14040	3.042140907868017	468.48969981167465	90745850.54253319	5.162656992146329e-06																																																			None				3812.491315479599	2233.4029866755463	2257.7573570270183			
703	hulbert township-39860	Hulbert	Hulbert Township	39860	83940.0		83940.0	4826.363069784087	10	45785.554454797675	393	403	50611.91752458177	Hulbert	Hulbert Township	39860	0.5381340423374398	165.207150997594	185847143.082237	8.88941031095055e-07																																																			None					1872.6206489746285				
704	bear lake township-06480	Bear Lake	Bear Lake Township	06480	655506.0	22370.0	633136.0	100949.40608006436	148	203101.6094477225	1404	1552	304051.01552778686	Bear Lake	Bear Lake Township	06480	11.689973826669616	1893.7757599204779	93466521.05721775	2.0261541121886392e-05	465.0	Bear Lake	2015.0	4985309.0		282.0	RUR				5760000.0	2484000.0		468000.0							14271692.4	2664049.248		780185.8512		127946.91884	140741.610724		72929.7437388																						POINT (-86.14814 44.42083)	8712000.0	18057545.772502802	941.3398611205711	24031.9182227904	11646.908206669319	14231.701971536473	2452.948113148295	1137.2692040051124	1411.8558726064202
705	beaver township-06540	Beaver	Beaver Township	06540	764005.0	247.0	763758.0	94063.19335129451	199	323596.4451995422	1958	2157	417659.6385508367	Beaver	Beaver Township	06540	18.434382489631915	2672.985460996628	91614479.68982953	2.917645191072745e-05																																																			None				27867.128348601356	15752.579664180292	16502.91340804172			
706	ossineke township-61520	Ossineke	Ossineke Township	61520	710043.0	153.0	709890.0	105655.15073323487	219	287435.51496216014	2033	2252	393090.66569539503	Ossineke	Ossineke Township	61520	3.6781249964860723	1651.4781234222464	277673018.79870105	5.947564263056775e-06																																																			None				25898.43862418904	14920.448415559476	15337.055353244747			
707	fredonia township-30500	Fredonia	Fredonia Township	30500	547284.0	15729.0	531555.0	63199.88024979621	133	185415.7336878585	1252	1385	248615.6139376547	Fredonia	Fredonia Township	30500	11.293397382814057	1660.1294152736664	90013187.32618548	1.8443179989369433e-05																																																			None				20048.05359240372	9416.645958011202	11872.457337421483			
708	watertown township-84460	Watertown	Watertown Township	84460	554729.0	123.0	554606.0	70773.72729456292	128	230145.78615559128	1485	1613	300919.5134501542	Watertown	Watertown Township	84460	15.761817209370486	2253.9398609399796	85343411.98153555	2.6410238454347596e-05																																																			None				20233.46268711144	11366.142964612953	11982.256603307394			
709	genoa township-31860	Genoa	Genoa Township	31860	3842883.0	439386.0	3403497.0	1196280.7922049349	1541	1270616.6198543122	7136	8677	2466897.412059247	Genoa	Genoa Township	31860	142.77661801535507	20702.609612226486	93811748.50199875	0.0002206824831943666																																																			None				142587.64165338106	96578.48125369883	84440.40138713225			
710	oshtemo township-61400	Oshtemo	Oshtemo Township	61400	3694518.0	290911.0	3403607.0	1161355.0109482196	1377	1050535.4043526396	5750	7127	2211890.415300859	Oshtemo	Oshtemo Township	61400	140.59250662543556	21651.246020317078	93373760.36003578	0.00023187719908497836																																																			None				136356.80366403106	87084.77431088885	80750.49912983918			
711	bates township-05860	Bates	Bates Township	05860	367682.0		367682.0	23048.274568246085	48	156236.4621318947	1310	1358	179284.73670014075	Bates	Bates Township	05860	1.526399541341682	841.0461472792667	340367610.99308854	2.4709934791543513e-06																																																			None					6666.312356225737				
712	parma township-62760	Parma	Parma Township	62760	754055.0	10491.0	743564.0	90901.39378203347	152	277024.4617014174	1783	1935	367925.85548345087	Parma	Parma Township	62760	17.218266270416123	2410.5572778582573	94325819.96954295	2.5555646149024804e-05																																																			None				27560.759126266083	13921.174707214155	16321.481554574773			
713	calumet township-12600	Calumet	Calumet Township	12600	1300458.0	20309.0	1280149.0	156225.52689238262	188	416069.5832814036	3255	3443	572295.1101737862	Calumet	Calumet Township	12600	45.77677956679418	6134.08846195042	86797522.6104647	7.06712389647267e-05	452.0	Laurium	2015.0	4998924.0		1947.0	RUR				29160000.0	21960000.0		20880000.0	468000.0						73261354.32	24737600.16		26640492.48	123688.0008	703708.05362	1279469.1884		780476.204924	191920.37826																					POINT (-88.44317 47.23743)	72000000.0	127403100.40694399	6641.52362421399	47544.055086523316	21735.73542379838	28155.589422239107	615.860663555948	227.27031707834598	323.9326849578324
714	calumet township-12600	Calumet	Calumet Township	12600	1300458.0	20309.0	1280149.0	156225.52689238262	188	416069.5832814036	3255	3443	572295.1101737862	Calumet	Calumet Township	12600	45.77677956679418	6134.08846195042	86797522.6104647	7.06712389647267e-05	67.0	Calumet	2015.0	4987684.0		706.0	RUR				10440000.0	7920000.0		7560000.0	144000.0						23786154.0	9038738.52		9514461.6	38057.8464	217509.762028	486198.291592		281483.221448	57576.113478																					POINT (-88.45401 47.24659)	25920000.0	43324545.395068	2258.5085514448947	47544.055086523316	21735.73542379838	28155.589422239107	2005.1084821488373	862.3933196928925	1146.6452431285416
